Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Study.type,MetaRef,Reference,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments,Method_comments,Location,Lat,Long
2280,Hyla arborea,Hyla arborea,Amphibia,Hylidae,Migration,NA,Distance,12570,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,6.04,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Monnet & Cherry. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Agence de l’eau Artois Picardie. 2003. Boulenger. 1897. Meuche & Grafe. 2009. Stumpel & Hanekamp. 1986. Vos et al. 2000. Carlson & Edenhamn. 2000. Clausnitzer & Clausnitzer. 1984. Fog. 1993. Pellet et al. 2006. Rosso et al. 2004,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2281,Hyla arborea,Hyla arborea,Amphibia,Hylidae,Migration,NA,Distance,390,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,6.04,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Monnet & Cherry. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Agence de l’eau Artois Picardie. 2003. Boulenger. 1897. Meuche & Grafe. 2009. Stumpel & Hanekamp. 1986. Vos et al. 2000. Carlson & Edenhamn. 2000. Clausnitzer & Clausnitzer. 1984. Fog. 1993. Pellet et al. 2006. Sillero. 2009,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2283,Hyla intermedia,Hyla intermedia,Amphibia,Hylidae,Migration,NA,Distance,12600,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,6.28,g,y,Both,NA,Carnivore. Insectivore. Moluscivore. Herbivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Grossenbacher & Bohme. 2009. Boulenger. 1897. Stumpel & Hanekamp. 1986. Rosso et al. 2004,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2285,Hyla sarda,Hyla sarda,Amphibia,Hylidae,Migration,NA,Distance,12600,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,3.18,g,y,Both,NA,Carnivore. Insectivore. Moluscivore. Cannibal. Herbivore. Detritivore,Metastudy,Trochet et al. 2014,Miaud & Muratet. 2004. Collectif dde l’Acemav. 2003. Grossenbacher & Bohme. 2009. Vos et al. 2000,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2286,Lissotriton boscai,Lissotriton boscai,Amphibia,Salamandridae,Migration,NA,Distance,80,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,1.77,g,y,Both,NA,Carnivore. Insectivore. Moluscivore. Cannibal,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Lanza et al. 1995. Raffaelli. 2007. Wiens & Hoverman. 2008. Funnell & Tapley. 2009. Caetano & Leclair. 1999. Diaz-Paniagua. 2009. Aragon. 2011. Orizaola & Brana. 2003,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2287,Lissotriton helveticus,Lissotriton helveticus,Amphibia,Salamandridae,Migration,NA,Distance,400,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,1.3,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Agence de l’eau Artois Picardie. 2003. Collectif dde l’Acemav. 2003. Jacob et al. 2007. Lanza et al. 1995. Raffaelli. 2007. Wiens & Hoverman. 2008. Dreiss et al. 2009. Aragon. 2011. Orizaola & Brana. 2003. Miaud. 1992. Temara & Jacob (Aves). 2004,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2289,Lissotriton vulgaris,Lissotriton vulgaris,Amphibia,Salamandridae,Migration,NA,Distance,866,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,2.68,g,y,Both,NA,Carnivore. Insectivore. Moluscivore. Canniba,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Cogalniceanu & Miaud. 2003. Kovar et al. 2009. Collectif dde l’Acemav. 2003. Barker & Halliday. 1999. Jacob et al. 2007. Lanza et al. 1995. Raffaelli. 2007. Wiens & Hoverman. 2008. Dreiss et al. 2009. Orizaola & Brana. 2003. Dandova et al .1998. Verrell & Halliday. 1985. Dolmen. 1983. Hagstrom. 1979. Malmgren & Thollesson. 1999. Ivanovic et al. 2007. Litvinchuk et al. 2007. Griffiths. 1984. Blab et al. 1991. Dolmen. 1981. Kinne. 2006. Simms. 1969. Warwick. 1949. Ozeti. 1967,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2290,Lissotriton vulgaris,Lissotriton vulgaris,Amphibia,Salamandridae,Migration,NA,Distance,34.5,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,2.68,g,y,Both,NA,Carnivore. Insectivore. Moluscivore. Canniba,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Cogalniceanu & Miaud. 2003. Kovar et al. 2009. Collectif dde l’Acemav. 2003. Barker & Halliday. 1999. Jacob et al. 2007. Lanza et al. 1995. Raffaelli. 2007. Wiens & Hoverman. 2008. Dreiss et al. 2009. Orizaola & Brana. 2003. Dandova et al .1998. Verrell & Halliday. 1985. Dolmen. 1983. Hagstrom. 1979. Malmgren & Thollesson. 1999. Ivanovic et al. 2007. Litvinchuk et al. 2007. Griffiths. 1984. Blab et al. 1991. Dolmen. 1981. Kinne. 2006. Simms. 1969. Warwick. 1949. Ozeti. 1967,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2293,Lithobates catesbeianus,Lithobates catesbeianus,Amphibia,Ranidae,Migration,NA,Distance,4000,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,307.23,g,y,Both,NA,Insectivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Monnet & Cherry. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Agence de l’eau Artois Picardie. 2003. Collectif dde l’Acemav. 2003. Ingram & Raney. 1943. Raney. 1940. Willis et al. 1956. Boulenger. 1920. Boyd et al. 1999. Leclair et al. 2005,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2294,Lithobates catesbeianus,Lithobates catesbeianus,Amphibia,Ranidae,Migration,NA,Distance,1083.93,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,307.23,g,y,Both,NA,Insectivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Monnet & Cherry. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Agence de l’eau Artois Picardie. 2003. Collectif dde l’Acemav. 2003. Ingram & Raney. 1943. Raney. 1940. Willis et al. 1956. Boulenger. 1920. Boyd et al. 1999. Hels. 2002,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2297,Lithobates sylvaticus,Lithobates sylvaticus,Amphibia,Ranidae,Migration,NA,Distance,800,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,14.4,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Monnet & Cherry. 2002. AmphibiaWeb. 2010. Hurter. 1911. Berven & Grudzien. 1990. 234,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2298,Lithobates sylvaticus,Lithobates sylvaticus,Amphibia,Ranidae,Migration,NA,Distance,216.77,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,14.4,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Monnet & Cherry. 2002. AmphibiaWeb. 2010. Hurter. 1911. Berven & Grudzien. 1990. 235,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2301,Mesotriton alpestris,Mesotriton alpestris,Amphibia,Salamandridae,Migration,NA,Distance,1000,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,2.96,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Collectif dde l’Acemav. 2003. Jacob et al. 2007. Raffaelli. 2007. Wiens & Hoverman. 2008. Boulenger. 1882. Losange. 2008. Orizaola & Brana. 2003. Miaud. 1992. Ivanovic et al. 2007. Miaud et al. 2000. Denoel. 2005. Marzona et al. 2004. Joly & Grolet. 1996. 193,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2302,Mesotriton alpestris,Mesotriton alpestris,Amphibia,Salamandridae,Migration,NA,Distance,200,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,2.96,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Collectif dde l’Acemav. 2003. Jacob et al. 2007. Raffaelli. 2007. Wiens & Hoverman. 2008. Boulenger. 1882. Losange. 2008. Orizaola & Brana. 2003. Miaud. 1992. Ivanovic et al. 2007. Miaud et al. 2000. Denoel. 2005. Marzona et al. 2004. Joly & Grolet. 1996. 194,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2304,Pelophylax esculentus,Pelophylax esculentus,Amphibia,Ranidae,Migration,NA,Distance,1500,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Swimming,36.9,g,y,Both,NA,Insectivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Boulenger. 1897. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Cogalniceanu & Miaud. 2003. Jean. 2007. Tunner. 1992. Krizmanic. 2008. Tryjanowski et al. 2006. Altwegg & Reyer. 2003. Holenweg Peter. 2001b,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2307,Pelophylax lessonae,Pelophylax lessonae,Amphibia,Ranidae,Migration,NA,Distance,1500,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Swimming,30.8,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Boulenger. 1897. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Collectif dde l’Acemav. 2003. Jean. 2007. Tunner. 1992. Krizmanic. 2008. Tryjanowski et al. 2006. Altwegg & Reyer. 2003. Holenweg Peter. 2001b. Sjogren. 1988. Kyriakopoulou-Sklavounou & Loumbourdis. 1990,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2311,Pseudepidalea viridis,Pseudepidalea viridis,Amphibia,Bufonidae,Migration,NA,Distance,10000,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,33.18,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Salvador. 1996. Collectif dde l’Acemav. 2003. Cabela & Girolla. 1994. Nollet & Nollert. 2003. Boulenger. 1897. Disi & Amr. 2010. Kutrup et al. 2006. Hoffman & Katz. 1997. Karakousis & Kyriakopoulou-Sklavounou. 1995. Castellano & Giacoma. 1998. Castellano et al. 2004,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2312,Rana arvalis,Rana arvalis,Amphibia,Ranidae,Migration,NA,Distance,1001,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,10.8,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Boulenger. 1897. Haapanen. 1970,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2313,Rana arvalis,Rana arvalis,Amphibia,Ranidae,Migration,NA,Distance,8.5,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,10.8,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Boulenger. 1897. Lode. 1993,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2315,Rana dalmatina,Rana dalmatina,Amphibia,Ranidae,Migration,NA,Distance,1700,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,20.99,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Agence de l’eau Artois Picardie. 2003. Cabela & Girolla. 1994. Hettyey et al. 2005. Boulenger. 1897. Lode. 1993. Ponsero & Joly. 1998. Weddeling et al. 2005,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2316,Rana dalmatina,Rana dalmatina,Amphibia,Ranidae,Migration,NA,Distance,194.2,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,20.99,g,y,Both,NA,Carnivore. Insectivore. Moluscivore,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Agence de l’eau Artois Picardie. 2003. Cabela & Girolla. 1994. Hettyey et al. 2005. Boulenger. 1897. Lode. 1993. Ponsero & Joly. 1998. Salvador. 2009,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2321,Rana iberica,Rana iberica,Amphibia,Ranidae,Migration,NA,Distance,460,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,6.03,g,y,Both,NA,NA,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Monnet & Cherry. 2002. Boulenger. 1897. Weddeling et al. 2005,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2323,Rana temporaria,Rana temporaria,Amphibia,Ranidae,Migration,NA,Distance,2214,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,42.24,g,y,Both,NA,NA,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Monnet & Cherry. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Collectif dde l’Acemav. 2003. Barker & Halliday. 1999. Boulenger. 1897. Haapanen. 1970. Lode. 1993. Pellitteri-Rosa et al. 2008. Vieites & Vences. 2007. Seitzz et al. 1992. Cummins. 1986. Alho et al. 2008. Morrison & Hero. 2003. Lesbarreres et al. 2007,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2324,Rana temporaria,Rana temporaria,Amphibia,Ranidae,Migration,NA,Distance,31,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Mixed,42.24,g,y,Both,NA,NA,Metastudy,Trochet et al. 2014,Arnold & Ovenden. 2002. Monnet & Cherry. 2002. Miaud & Muratet. 2004. Cistude Nature. 2010. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Collectif dde l’Acemav. 2003. Barker & Halliday. 1999. Boulenger. 1897. Haapanen. 1970. Lode. 1993. Pellitteri-Rosa et al. 2008. Vieites & Vences. 2007. Seitzz et al. 1992. Cummins. 1986. Alho et al. 2008. Morrison & Hero. 2003. Safner et al. 2010,NA,NA,NA,Trochet et al. 2014,NA,NA,NA,NA,NA,NA,NA
2331,Salamandra salamandra,Salamandra salamandra,Amphibia,Salamandridae,Migration,NA,Distance,30,m,Maximum,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Running,35.23,g,y,Both,NA,NA,Metastudy,Trochet et al. 2014,Miaud & Muratet. 2004. Cistude Nature. 2010. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Raffaelli. 2007. Wiens & Hoverman. 2008. Boulenger. 1882. Losange. 2008. Riberon & Miaud. 2000. Degani & Warburg. 1978. Joly. 1968. Buckley et al. 2007. Catenazzi. 1998. Schmidt et al. 2007,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
2332,Salamandra salamandra,Salamandra salamandra,Amphibia,Salamandridae,Migration,NA,Distance,66.5,m,Mean,NA,NA,NA,Mark-release-recapture or individual tracking,NA,Cross-study,NA,NA,NA,NA,Running,35.23,g,y,Both,NA,NA,Metastudy,Trochet et al. 2014,Miaud & Muratet. 2004. Cistude Nature. 2010. Weiserbs & Jacob. 2005. Agence de l’eau Artois Picardie. 2003. Kovar et al. 2009. Raffaelli. 2007. Wiens & Hoverman. 2008. Boulenger. 1882. Losange. 2008. Riberon & Miaud. 2000. Degani & Warburg. 1978. Joly. 1968. Buckley et al. 2007. Catenazzi. 1998. Rebelo & Leclair. 2003,NA,NA,NA,Trochet et al. 2014,Inferred from Class:  Amphibia,NA,NA,NA,NA,NA,NA
